BUILDING.ID,pred_energy_cost_saving_CDI,pred_elec_cost_saving_CDI,pred_gas_cost_saving_CDI
420868000000.0,293.64663075490864,200.09675698222387,93.54986968666368
427700000000.0,270.54756516489965,317.56380324771806,-47.01594977819526
436094000000.0,266.41836812944643,244.5667796651413,21.8518717612611
440456000000.0,265.8508542520813,303.28760429173144,-37.436442948590006
443314000000.0,319.9812398240432,241.32944738382102,78.65157275402261
442182000000.0,252.92998889505745,283.2662958384365,-30.33602159711448
441760000000.0,217.37293588934622,192.99685095931187,24.376471856290024
435965000000.0,294.94130186245593,289.24901529793584,5.692792074719819
436760000000.0,241.12025134881475,269.9301783871965,-28.80971993627772
439907000000.0,263.5096345728045,230.5295672875926,32.98038707011965
438841000000.0,243.8489658942667,177.0227001773692,66.82676372275654
438573000000.0,211.4350884973417,146.61149017293252,64.82397978483992
441406000000.0,290.59974370872897,296.2968571015486,-5.69694699547378
439819000000.0,269.20620169248605,298.0133226292025,-28.80692809100213
428646000000.0,332.46267098342463,330.929005583634,1.5342839708739646
427803000000.0,181.8207010813257,106.47441933625862,75.34652712297824
427614000000.0,248.02609144415155,272.0760775612921,-24.049542528166352
435378000000.0,266.02836094382627,341.95561781476465,-75.92696332991588
436134000000.0,525.7309104624109,480.7476998098982,44.984671196621285
435382000000.0,208.1119309178433,185.34036339050846,22.77179734252645
435467000000.0,205.293862372236,175.13279244014484,30.16129751656021
433792000000.0,278.55352496190835,262.94313801501113,15.610881700974995
434447000000.0,244.37876895439115,143.916888073186,100.46226598554081
436249000000.0,189.26979988449338,139.2482220228272,50.02198938581769
437156000000.0,231.0008032048217,265.0466746867147,-34.04559837379151
436884000000.0,261.4583549588193,286.45512419144933,-24.9963642845101
433390000000.0,210.5627249457294,119.09947831779236,91.46354246865252
427733000000.0,299.5034928393808,247.57047507148872,51.933683782501795
420966000000.0,308.1332688579318,313.57316174479683,-5.439319112741168
436056000000.0,364.330002272222,332.49001493676394,31.84066840632929
429442000000.0,258.9862688257004,272.6627992182208,-13.676338118415373
441206000000.0,244.79274596007642,292.35918133771423,-47.56618932654194
470667000000.0,256.68955289198817,162.42750708332784,94.26242414767258
468225000000.0,264.22494121713584,268.4305620119437,-4.205427465628337
468017000000.0,674.9644423675435,611.5719776784308,63.39430386529561
478312000000.0,232.79368500789204,192.34776629472645,40.44652032592445
473166000000.0,0.0,0.0,0.0
472527000000.0,268.72056570403686,299.57736648131777,-30.856461263780854
385213000000.0,276.8693949209711,354.4739321701696,-77.60397496935096
429415000000.0,1048.4093969016021,-104.39324743327732,1152.799760982784
439941000000.0,331.86479906020344,276.59016930287675,55.27493043379811
449487000000.0,291.82300562961933,298.3067110908435,-6.48318347196172
475790000000.0,283.10456183282815,318.16593728715037,-35.060708513211765
402258000000.0,618.8517850533459,551.1119953191704,67.7414892072878
479484000000.0,332.48609398387435,151.2123703857546,181.2735666680714
440376000000.0,302.1376880786886,241.7778100071804,60.3605555597395
440649000000.0,294.8348059131879,327.4163181222259,-32.58102169135478
