BUILDING.ID,pred_energy_cost_saving_ACOPT,pred_elec_cost_saving_ACOPT,pred_gas_cost_saving_ACOPT
421815877872,230.35409694512356,137.893509799602,92.46083738937807
421845838878,364.65636642014107,190.807993331572,173.8482084482841
421875841141,397.46335921706253,212.35559820400002,185.1076661802196
421883878655,714.6088756694809,407.017075609336,307.5920439600941
421887896067,544.1333590687589,293.613450157457,250.5198187826046
421903837008,343.1403159483778,219.397703173357,123.74323261466331
421914822687,1370.9455716114473,1558.8428766843099,-187.8958784219966
421924841217,468.76724980557685,248.987861410502,219.77924140059685
422107839876,410.19136407318575,241.75894941655602,168.4327526353074
422173893124,407.9005410837342,217.678601870768,190.2218360594965
422279836692,213.3211500224592,132.460585868752,80.86089231047916
422316836931,905.7899654243387,523.2325440864589,382.55779410866745
422364893185,510.5743371351781,253.933456898851,256.6403770495669
422488905927,820.7520500689882,492.275375140628,328.47734506842306
422503905532,363.9709768373152,232.81037249682498,131.16125795212486
422596840410,433.4833017958042,228.807869775643,204.6752706594933
422605885455,421.86863982003314,214.42303617314099,207.44528361004586
422686893119,674.4153158918652,344.258239401813,330.15657331487364
422692896237,834.7965372466981,487.062701893087,347.734283716548
422718889340,649.6489122351718,347.272865031792,302.37586315922687
422718895762,943.7780356389483,598.538845038436,345.24040074581427
422753893342,543.5359211936627,264.42757465926996,279.1076917025137
422792898684,893.7531109315307,507.703240032009,386.05009800561965
422941878481,345.26845044755095,195.067036310344,150.20154455754826
422942839624,281.4293606311257,151.833503568537,129.59582596820292
423029903465,285.2614756874788,166.902145244798,118.3595570237962
423096889619,492.8052898705881,268.754733698983,224.05053470509398
423152884098,220.53143730382442,136.971593717215,83.56018252166028
423153884656,493.9177512824733,251.296041198612,242.6213362222644
423160878446,533.5588940665083,307.803264854431,225.75591704484486
423184882752,618.8763054657575,368.031722517868,250.8450945054591
423194885000,536.9341018768191,267.953865861273,268.9797236443613
423198884256,460.0199180682669,233.50983180335098,226.50972918159962
423199894188,468.4794390389895,236.272251874677,232.20679259588238
423203905648,855.9922480222383,515.135827883254,340.8571320940692
423215894553,475.51637519198863,254.357361759571,221.1588984673131
423230903102,521.4054829221702,256.48232267338,264.92258931516255
423368839294,217.05659274091892,132.96056580592898,84.0963243080946
423376879571,579.3568847959664,279.940910898693,299.4152363235519
423440880007,537.8448176162599,301.323524528542,236.52141535445213
423484879098,688.9489856828993,349.979760020473,338.96867775829514
423550878881,589.9782442069716,305.66350152771304,284.3143961377295
423554838919,254.4588492165637,157.06122383918301,97.39799190062527
423642903370,722.7309292714073,358.453117841887,364.2770660730919
423701905891,472.2824981483388,230.18287029493098,242.09906953589925
423760891092,320.2614280246584,175.797703155773,144.46374676462304
423786879892,509.94273081303606,279.31504342116403,230.62768632662682
423795878846,350.95299124292745,222.69761185752398,128.25597949573572
423807904325,562.8222635085871,292.359017573178,270.4629324142998
423833882798,186.9867411255233,113.05862368576,73.92834710714818
423862878695,406.24720241526126,218.05397725401198,188.19314731140148
423867904001,639.0388688075733,332.974206529148,306.0643186440599
423868903721,606.9751296755187,285.123835363078,321.85035669646635
423870905005,608.5183214151688,303.60756796627,304.9101673174697
423891905412,610.1293144372341,302.561056296295,307.56763395734015
423898901171,347.27254389019777,178.962668772339,168.30966414225816
423899905358,584.3945093115127,288.768793188796,295.6250991777448
423933905161,576.3455562799433,292.87816084260703,283.4669465986775
423935905218,160.408198677353,100.347013069424,60.06145253486482
423937906143,578.4734556270482,268.221656732901,310.2508345650092
423940904199,553.1736722609862,275.43012755828204,277.74300356411806
423945896111,1104.6726837695246,619.851239112537,484.82152272886793
